TransactionID;FoodItem
882;Nasi Putih
882;Nasi Putih
883;Teh Tarik
883;Teh Tubruk
884;Americano
884;French Fries
884;Teh Tarik
885;Bakmi Godog Keju
885;Hot/Ice Lemon Tea
885;Mineral Water
885;Teh Tubruk
886;Mineral Water
887;Rawon
888;Americano
888;Americano
888;Mineral Water
889;Soto Ayam
890;Rawon
890;Rawon
891;Extra Kerupuk Putih
891;Mineral Water
891;Nasi Goreng Jawa
891;Pisang Goreng
891;Soto Ayam
891;Teh Tubruk
891;Teh Tubruk
891;Teh Tubruk
891;Mineral Water
892;Hot/Ice Lemon Tea
892;Mineral Water
892;Nasi Goreng Jawa
892;Nasi Putih
892;Mineral Water
893;Bakmi Godog Keju
893;French Fries
893;Teh Tubruk
894;Macchiato 
894;Macchiato 
894;Pisang Goreng
894;Soto Ayam
894;Teh Tubruk
895;Kopi Tubruk
895;Macchiato
896;Cappuccino
897;Bakmi Godog Keju
897;Latte
897;Latte
897;Mineral Water
897;Rawon
897;Roti Bakar
897;Teh Tubruk
898;Bakmi Goreng Jawa
898;Teh Tubruk
899;Cappuccino
899;Pisang Goreng
899;Rawon
899;Teh Tubruk
900;Bakmi Goreng Jawa
900;Mineral Water
900;Spaghetti Bolognese
900;Teh Tubruk
900;Teh Tubruk
900;Fresh Orange Juice
901;Pisang Goreng
902;Soto Ayam
903;Kopi Tubruk
904;Bakmi Godog Keju
904;Bakmi Godog Keju
904;Bakmi Godog Keju
904;Teh Tubruk
904;Teh Tubruk
904;Teh Tubruk
904;Teh Tubruk
904;Teh Tubruk
905;French Fries
905;French Fries
906;Bakmi Godog Keju
906;Bakmi Godog Keju
906;Bakmi Goreng Jawa
906;Hot/Ice Lemon Tea
906;Mineral Water
906;Teh Tubruk
906;Teh Tubruk
906;Teh Tubruk
907;Americano
907;Mineral Water
908;Bakmi Godog Keju
908;Extra Kerupuk Putih
908;Nasi Goreng Jawa
908;Teh Tubruk
908;Teh Tubruk
908;Teh Tubruk
908;Mineral Water
909;Bakmi Goreng Jawa
909;Bakmi Goreng Jawa
909;Extra Kerupuk Putih
909;Nasi Goreng Jawa
909;Teh Tubruk
909;Mineral Water
910;Extra Kerupuk Putih
910;Extra Kerupuk Putih
910;Extra Kerupuk Putih
910;Fresh Orange Juice
910;Hot/Ice Lemon Tea
910;Hot/Ice Lemon Tea
910;Nasi Goreng Jawa
910;Nasi Goreng Jawa
910;Nasi Goreng Jawa
910;Nasi Putih
910;Nasi Putih
910;Rawon
910;Rawon
910;Teh Tubruk
910;Teh Tubruk
910;Mineral Water
910;Mineral Water
910;Mineral Water
911;Soto Ayam
911;Teh Tubruk
911;Teh Tubruk
912;Extra Kerupuk Putih
912;Nasi Goreng Jawa
912;Teh Tubruk
912;Mineral Water
913;Bakmi Godog Keju
913;Bakmi Godog Keju
913;Bakmi Godog Keju
913;Pisang Goreng
913;Soto Ayam
913;Teh Tubruk
913;Teh Tubruk
913;Teh Tubruk
913;Teh Tubruk
913;Teh Tubruk
913;Teh Tubruk
913;Teh Tubruk
914;Soto Ayam
915;Extra Kerupuk Putih
915;Kopi Tubruk
916;Fresh Orange Juice
916;Roti Bakar
917;Kopi Tubruk
918;Soto Ayam
919;Macchiato 
920;Extra Kerupuk Putih
920;Nasi Putih
920;Nasi Putih
920;Nasi Putih
920;Rawon
920;Soto Ayam
921;Soto Ayam
921;Teh Tubruk
922;Nasi Goreng Jawa
922;Mineral Water
923;Bakmi Godog Keju
923;Extra Kerupuk Putih
923;Teh Tubruk
924;Soto Ayam
925;Macchiato 
926;Extra Kerupuk Putih
926;Nasi Goreng Jawa
926;Mineral Water
927;Bakmi Godog Keju
927;Teh Tarik
927;Teh Tubruk
927;Teh Tubruk
928;Bakmi Goreng Jawa
928;Bakmi Goreng Jawa
928;Bakmi Goreng Jawa
928;Extra Kerupuk Putih
928;Nasi Goreng Jawa
928;Nasi Putih
928;Teh Tubruk
928;Teh Tubruk
928;Teh Tubruk
928;Teh Tubruk
928;Mineral Water
929;Bakmi Godog Keju
929;Mineral Water
929;Mineral Water
929;Nasi Putih
929;Rawon
929;Teh Tubruk
930;Soto Ayam
931;Nasi Putih
931;Rawon
931;Soto Ayam
932;Nasi Putih
932;Teh Tubruk
933;Bakmi Godog Keju
933;Hot/Ice Lemon Tea
933;Latte
933;Pisang Goreng
933;Spaghetti Bolognese
933;Teh Tubruk
933;Teh Tubruk
933;Fresh Orange Juice
934;Pisang Goreng
934;Teh Tubruk
935;Soto Ayam
936;Latte
937;Extra Kerupuk Putih
937;Extra Kerupuk Putih
937;Extra Kerupuk Putih
937;Roti Bakar
938;French Fries
938;Latte
939;Hot/Ice Lemon Tea
939;Mineral Water
940;Rawon
941;Kopi Tubruk
941;Mineral Water
941;Teh Tubruk
942;Teh Tubruk
943;Espresso
943;Macchiato
944;Bakmi Goreng Jawa
944;Nasi Putih
944;Teh Tubruk
944;Teh Tubruk
945;Pisang Goreng
945;Pisang Goreng
945;Roti Bakar
946;Hot/Ice Lemon Tea
946;Soto Ayam
947;Kopi Tubruk
948;Soto Ayam
949;Fresh Orange Juice
949;Teh Tarik
950;Extra Kerupuk Putih
950;Kopi Tubruk
951;Mineral Water
952;Bakmi Goreng Jawa
953;Rawon
954;Cappuccino
954;Teh Tarik
955;Pisang Goreng
955;Roti Bakar
956;Spaghetti Bolognese
956;Fresh Orange Juice
957;Bakmi Godog Keju
957;Bakmi Godog Keju
957;Extra Kerupuk Putih
957;Extra Kerupuk Putih
957;Extra Kerupuk Putih
957;Extra Kerupuk Putih
957;Extra Kerupuk Putih
957;Extra Kerupuk Putih
957;Extra Kerupuk Putih
957;French Fries
957;Fresh Orange Juice
957;Fresh Orange Juice
957;Mineral Water
957;Mineral Water
957;Mineral Water
957;Nasi Goreng Jawa
957;Nasi Putih
957;Rawon
957;Rawon
957;Roti Bakar
957;Soto Ayam
957;Teh Tubruk
957;Teh Tubruk
957;Teh Tubruk
957;Teh Tubruk
957;Teh Tubruk
957;Mineral Water
958;Pisang Goreng
959;Bakmi Godog Keju
959;Bakmi Godog Keju
959;Cappuccino
959;Cappuccino
959;Soto Ayam
959;Teh Tarik
959;Teh Tubruk
959;Teh Tubruk
960;Latte
960;Roti Bakar
960;Teh Tarik
961;Hot/Ice Lemon Tea
961;Mineral Water
961;Nasi Putih
961;Rawon
962;Bakmi Godog Keju
962;Bakmi Goreng Jawa
962;French Fries
962;Pisang Goreng
962;Soto Ayam
962;Teh Tubruk
962;Teh Tubruk
962;Teh Tubruk
962;Teh Tubruk
963;Cappuccino
963;Macchiato
964;Bakmi Godog Keju
964;Bakmi Goreng Jawa
964;Bakmi Goreng Jawa
964;Mineral Water
964;Mineral Water
964;Mineral Water
964;Mineral Water
964;Pisang Goreng
964;Rawon
964;Teh Tubruk
965;Extra Kerupuk Putih
966;Fresh Orange Juice
967;Extra Kerupuk Putih
967;Nasi Goreng Jawa
967;Nasi Putih
967;Nasi Putih
967;Mineral Water
968;Extra Kerupuk Putih
968;Fresh Orange Juice
968;Mineral Water
968;Mineral Water
968;Nasi Goreng Jawa
968;Mineral Water
969;Soto Ayam
970;Extra Kerupuk Putih
970;Nasi Goreng Jawa
970;Mineral Water
971;Bakmi Godog Keju
971;Extra Kerupuk Putih
971;Extra Kerupuk Putih
971;Mineral Water
971;Mineral Water
971;Soto Ayam
971;Teh Tubruk
972;Extra Kerupuk Putih
972;Nasi Goreng Jawa
972;Teh Tubruk
972;Mineral Water
973;Bakmi Godog Keju
973;Bakmi Goreng Jawa
973;Bakmi Goreng Jawa
973;Bakmi Goreng Jawa
973;Bakmi Goreng Jawa
973;Fresh Orange Juice
973;Fresh Orange Juice
973;Hot/Ice Lemon Tea
973;Kopi Tubruk
973;Kopi Tubruk
973;Kopi Tubruk
973;Macchiato 
973;Mineral Water
973;Nasi Putih
973;Pisang Goreng
973;Pisang Goreng
973;Soto Ayam
973;Soto Ayam
973;Teh Tubruk
974;Bakmi Godog Keju
974;Bakmi Goreng Jawa
974;Hot/Ice Lemon Tea
974;Mineral Water
974;Mineral Water
974;Teh Tarik
974;Teh Tubruk
975;Bakmi Godog Keju
975;Hot/Ice Lemon Tea
975;Hot/Ice Lemon Tea
975;Roti Bakar
975;Teh Tubruk
976;Bakmi Goreng Jawa
976;Nasi Goreng Jawa
976;Teh Tubruk
976;Teh Tubruk
976;Mineral Water
977;Bakmi Goreng Jawa
977;Bakmi Goreng Jawa
977;Bakmi Goreng Jawa
977;Extra Kerupuk Putih
977;Extra Kerupuk Putih
977;Fresh Orange Juice
977;Kopi Tubruk
977;Mineral Water
977;Mineral Water
977;Mineral Water
977;Mineral Water
977;Mineral Water
977;Mineral Water
977;Mineral Water
977;Nasi Goreng Jawa
977;Nasi Goreng Jawa
977;Nasi Putih
977;Nasi Putih
977;Rawon
977;Soto Ayam
977;Soto Ayam
977;Soto Ayam
977;Teh Tubruk
977;Teh Tubruk
977;Teh Tubruk
977;Mineral Water
977;Mineral Water
978;Bakmi Godog Keju
978;Bakmi Godog Keju
978;Fresh Orange Juice
978;Soto Ayam
978;Teh Tubruk
978;Teh Tubruk
978;Teh Tubruk
979;Cappuccino
980;Mineral Water
981;Extra Kerupuk Putih
981;Nasi Goreng Jawa
981;Teh Tubruk
981;Mineral Water
982;Bakmi Goreng Jawa
982;Mineral Water
982;Nasi Goreng Jawa
982;Teh Tubruk
982;Mineral Water
983;Mineral Water
984;Bakmi Godog Keju
984;Bakmi Goreng Jawa
984;Macchiato
984;Macchiato 
984;Soto Ayam
984;Teh Tarik
984;Teh Tubruk
984;Teh Tubruk
985;Americano
986;Bakmi Godog Keju
986;Teh Tubruk
986;Teh Tubruk
987;Roti Bakar
988;Teh Tubruk
988;Teh Tubruk
988;Teh Tubruk
989;Soto Ayam
989;Teh Tarik
989;Teh Tubruk
990;Pisang Goreng
991;Bakmi Godog Keju
991;Nasi Goreng Jawa
991;Nasi Goreng Jawa
991;Nasi Goreng Jawa
991;Soto Ayam
991;Teh Tubruk
991;Teh Tubruk
991;Teh Tubruk
991;Teh Tubruk
991;Teh Tubruk
991;Teh Tubruk
991;Mineral Water
991;Mineral Water
991;Mineral Water
992;Hot/Ice Lemon Tea
992;Nasi Goreng Jawa
992;Mineral Water
993;Pisang Goreng
994;Fresh Orange Juice
994;Mineral Water
994;Rawon
994;Soto Ayam
995;Rawon
995;Roti Bakar
996;Nasi Putih
996;Rawon
996;Teh Tubruk
997;Bakmi Godog Keju
997;Extra Kerupuk Putih
997;Mineral Water
997;Nasi Putih
997;Pisang Goreng
997;Teh Tubruk
997;Teh Tubruk
998;Macchiato 
999;Americano
999;Latte
1000;Nasi Putih
1000;Rawon
1001;Kopi Tubruk
1001;Soto Ayam
1002;Extra Kerupuk Putih
1002;Fresh Orange Juice
1002;Fresh Orange Juice
1002;Hot/Ice Lemon Tea
1002;Nasi Goreng Jawa
1002;Nasi Goreng Jawa
1002;Pisang Goreng
1002;Rawon
1002;Roti Bakar
1002;Soto Ayam
1002;Teh Tubruk
1002;Teh Tubruk
1002;Teh Tubruk
1002;Mineral Water
1002;Mineral Water
1003;Nasi Putih
1003;Rawon
1003;Teh Tubruk
1004;Bakmi Godog Keju
1004;Bakmi Godog Keju
1004;Bakmi Goreng Jawa
1004;Hot/Ice Lemon Tea
1004;Hot/Ice Lemon Tea
1004;Hot/Ice Lemon Tea
1004;Mineral Water
1004;Mineral Water
1004;Pisang Goreng
1004;Pisang Goreng
1004;Teh Tubruk
1004;Teh Tubruk
1004;Teh Tubruk
1005;Bakmi Goreng Jawa
1005;Bakmi Goreng Jawa
1005;Bakmi Goreng Jawa
1005;Hot/Ice Lemon Tea
1005;Kopi Tubruk
1005;Mineral Water
1005;Nasi Goreng Jawa
1005;Nasi Goreng Jawa
1005;Pisang Goreng
1005;Pisang Goreng
1005;Pisang Goreng
1005;Pisang Goreng
1005;Soto Ayam
1005;Teh Tarik
1005;Teh Tubruk
1005;Mineral Water
1005;Mineral Water
1006;Bakmi Goreng Jawa
1006;Teh Tubruk
1007;Nasi Putih
1007;Rawon
1008;Rawon
1009;Bakmi Godog Keju
1009;Extra Kerupuk Putih
1009;Latte
1009;Mineral Water
1009;Nasi Goreng Jawa
1009;Nasi Putih
1009;Pisang Goreng
1009;Roti Bakar
1009;Teh Tubruk
1009;Teh Tubruk
1009;Teh Tubruk
1009;Teh Tubruk
1009;Mineral Water
1010;Macchiato 
1011;Extra Kerupuk Putih
1011;Extra Kerupuk Putih
1011;Pisang Goreng
1011;Pisang Goreng
1011;Soto Ayam
1011;Teh Tubruk
1012;Bakmi Goreng Jawa
1013;Macchiato
1013;Teh Tubruk
1014;Bakmi Goreng Jawa
1014;Teh Tubruk
1015;Kopi Tubruk
1015;Roti Bakar
1016;Americano
1016;Americano
1016;Bakmi Godog Keju
1016;Extra Kerupuk Putih
1016;Mineral Water
1016;Nasi Putih
1016;Pisang Goreng
1016;Rawon
1016;Teh Tubruk
1016;Teh Tubruk
1016;Teh Tubruk
1017;Rawon
1018;Rawon
1019;Latte
1020;Bakmi Goreng Jawa
1020;Fresh Orange Juice
1020;Latte
1020;Roti Bakar
1021;Bakmi Godog Keju
1021;Hot/Ice Lemon Tea
1021;Rawon
1021;Rawon
1021;Teh Tubruk
1021;Teh Tubruk
1022;Bakmi Godog Keju
1022;Fresh Orange Juice
1022;Teh Tubruk
1023;Bakmi Goreng Jawa
1023;Extra Kerupuk Putih
1023;Nasi Goreng Jawa
1023;Teh Tubruk
1023;Teh Tubruk
1023;Mineral Water
1024;Cappuccino
1024;Cappuccino
1024;Teh Tarik
1025;Soto Ayam
1026;Roti Bakar
1026;Teh Tubruk
1027;Mineral Water
1028;Latte
1028;Mineral Water
1029;French Fries
1029;Macchiato
1029;Macchiato
1030;Bakmi Godog Keju
1030;Nasi Goreng Jawa
1030;Nasi Goreng Jawa
1030;Pisang Goreng
1030;Teh Tubruk
1030;Teh Tubruk
1030;Mineral Water
1030;Mineral Water
1031;Hot/Ice Lemon Tea
1031;Macchiato
1031;Nasi Putih
1031;Soto Ayam
1031;Soto Ayam
1032;Bakmi Godog Keju
1032;Bakmi Godog Keju
1032;Mineral Water
1032;Mineral Water
1032;Teh Tubruk
1032;Teh Tubruk
1033;Nasi Putih
1033;Teh Tubruk
1034;Macchiato 
1034;Mineral Water
1034;Mineral Water
1034;Pisang Goreng
1034;Pisang Goreng
1034;Teh Tubruk
1035;Rawon
1036;Teh Tarik
1037;Mineral Water
1037;Roti Bakar
1038;Bakmi Goreng Jawa
1038;Nasi Goreng Jawa
1038;Mineral Water
1039;Cappuccino
1039;Pisang Goreng
1039;Teh Tubruk
1040;Bakmi Godog Keju
1040;Teh Tubruk
1040;Teh Tubruk
1041;Cappuccino
1041;Pisang Goreng
1042;Pisang Goreng
1043;Latte
1044;Latte
1044;Macchiato 
1044;Pisang Goreng
1044;Pisang Goreng
1045;Latte
1045;Mineral Water
1045;Pisang Goreng
1045;Teh Tubruk
1046;Bakmi Godog Keju
1046;Nasi Putih
1046;Teh Tubruk
1046;Teh Tubruk
1046;Teh Tubruk
1047;Pisang Goreng
1049;Fresh Orange Juice
1049;Pisang Goreng
1050;Bakmi Goreng Jawa
1051;Hot/Ice Lemon Tea
1051;Nasi Goreng Jawa
1051;Mineral Water
1052;Cappuccino
1052;French Fries
1052;Macchiato
1052;Pisang Goreng
1053;Fresh Orange Juice
1053;Mineral Water
1053;Mineral Water
1053;Pisang Goreng
1053;Pisang Goreng
1053;Roti Bakar
1053;Soto Ayam
1053;Teh Tubruk
1054;Espresso
1054;Espresso
1054;Fresh Orange Juice
1054;Hot/Ice Lemon Tea
1054;Mineral Water
1054;Mineral Water
1054;Pisang Goreng
1054;Roti Bakar
1054;Roti Bakar
1055;Cappuccino
1055;Kopi Tubruk
1055;Kopi Tubruk
1055;Macchiato 
1055;Macchiato 
1055;Mineral Water
1055;Pisang Goreng
1055;Pisang Goreng
1055;Teh Tubruk
1055;Teh Tubruk
1056;Extra Kerupuk Putih
1056;Mineral Water
1056;Nasi Putih
1056;Rawon
1056;Soto Ayam
1056;Soto Ayam
1056;Teh Tarik
1056;Teh Tubruk
1056;Teh Tubruk
1057;Pisang Goreng
1057;Pisang Goreng
1058;Soto Ayam
1059;Kopi Tubruk
1059;Teh Tubruk
1059;Teh Tubruk
1059;Teh Tubruk
1059;Teh Tubruk
1061;French Fries
1061;Latte
1062;Bakmi Godog Keju
1062;Extra Kerupuk Putih
1062;Fresh Orange Juice
1062;Nasi Putih
1062;Pisang Goreng
1062;Teh Tubruk
1063;Mineral Water
1063;Mineral Water
1063;Nasi Putih
1063;Rawon
1063;Rawon
1063;Rawon
1064;Bakmi Godog Keju
1064;Bakmi Goreng Jawa
1064;Extra Kerupuk Putih
1064;Extra Kerupuk Putih
1064;French Fries
1064;Fresh Orange Juice
1064;Hot/Ice Lemon Tea
1064;Hot/Ice Lemon Tea
1064;Kopi Tubruk
1064;Macchiato
1064;Mineral Water
1064;Mineral Water
1064;Mineral Water
1064;Nasi Goreng Jawa
1064;Nasi Goreng Jawa
1064;Pisang Goreng
1064;Roti Bakar
1064;Soto Ayam
1064;Soto Ayam
1064;Soto Ayam
1064;Soto Ayam
1064;Soto Ayam
1064;Soto Ayam
1064;Teh Tarik
1064;Teh Tubruk
1064;Teh Tubruk
1064;Teh Tubruk
1064;Teh Tubruk
1064;Mineral Water
1064;Mineral Water
1065;Nasi Goreng Jawa
1065;Nasi Goreng Jawa
1065;Mineral Water
1065;Mineral Water
1066;Kopi Tubruk
1067;Extra Kerupuk Putih
1067;Extra Kerupuk Putih
1067;Fresh Orange Juice
1067;Hot/Ice Lemon Tea
1067;Mineral Water
1067;Mineral Water
1067;Teh Tubruk
1067;Teh Tubruk
1068;Espresso
1069;Bakmi Godog Keju
1069;Extra Kerupuk Putih
1069;Kopi Tubruk
1069;Mineral Water
1069;Mineral Water
1069;Mineral Water
1069;Nasi Goreng Jawa
1069;Teh Tubruk
1069;Mineral Water
1070;Spaghetti Bolognese
1070;Fresh Orange Juice
1071;Kopi Tubruk
1071;Macchiato
1071;Mineral Water
1071;Pisang Goreng
1071;Rawon
1071;Roti Bakar
1071;Teh Tubruk
1072;Nasi Putih
1072;Soto Ayam
1073;Extra Kerupuk Putih
1073;Kopi Tubruk
1073;Nasi Goreng Jawa
1073;Nasi Goreng Jawa
1073;Teh Tubruk
1073;Teh Tubruk
1073;Mineral Water
1073;Mineral Water
1074;Cappuccino
1075;Bakmi Godog Keju
1075;Rawon
1075;Rawon
1075;Soto Ayam
1075;Teh Tubruk
1075;Teh Tubruk
1075;Teh Tubruk
1075;Teh Tubruk
1075;Teh Tubruk
1078;Pisang Goreng
1078;Pisang Goreng
1079;Latte
1079;Roti Bakar
1080;French Fries
1081;Cappuccino
1086;Nasi Putih
1087;Latte
1087;Mineral Water
1087;Nasi Putih
1087;Pisang Goreng
1088;Teh Tarik
1089;Extra Kerupuk Putih
1089;Kopi Tubruk
1089;Kopi Tubruk
1089;Nasi Goreng Jawa
1089;Nasi Putih
1089;Pisang Goreng
1089;Spaghetti Bolognese
1089;Teh Tubruk
1089;Teh Tubruk
1089;Teh Tubruk
1089;Mineral Water
1089;Fresh Orange Juice
1090;Teh Tubruk
1090;Teh Tubruk
1091;Bakmi Godog Keju
1091;Macchiato 
1091;Macchiato 
1091;Pisang Goreng
1091;Teh Tubruk
1092;Bakmi Goreng Jawa
1092;Macchiato 
1092;Mineral Water
1092;Soto Ayam
1093;Roti Bakar
1093;Teh Tubruk
1094;Cappuccino
1094;French Fries
1094;Nasi Goreng Jawa
1094;Teh Tubruk
1094;Mineral Water
1095;Kopi Tubruk
1095;Kopi Tubruk
1095;Soto Ayam
1095;Soto Ayam
1095;Teh Tubruk
1096;Bakmi Godog Keju
1096;Mineral Water
1096;Nasi Goreng Jawa
1096;Roti Bakar
1096;Teh Tubruk
1096;Teh Tubruk
1096;Mineral Water
1098;Mineral Water
1098;Mineral Water
1098;Rawon
1098;Soto Ayam
1099;Extra Kerupuk Putih
1100;Cappuccino
1101;Nasi Goreng Jawa
1101;Pisang Goreng
1101;Mineral Water
1102;Bakmi Goreng Jawa
1102;Cappuccino
1102;Extra Kerupuk Putih
1102;Teh Tubruk
1103;Teh Tarik
1104;Bakmi Godog Keju
1104;Pisang Goreng
1104;Teh Tubruk
1104;Teh Tubruk
1105;Americano
1105;Soto Ayam
1105;Soto Ayam
1105;Soto Ayam
1105;Teh Tarik
1106;Kopi Tubruk
1106;Soto Ayam
1106;Teh Tubruk
1107;Cappuccino
1107;Rawon
1107;Roti Bakar
1107;Teh Tubruk
1108;Bakmi Godog Keju
1108;Espresso
1108;Roti Bakar
1108;Roti Bakar
1108;Teh Tubruk
1108;Teh Tubruk
1108;Teh Tubruk
1108;Teh Tubruk
1109;Kopi Tubruk
1109;Teh Tarik
1110;Extra Kerupuk Putih
1110;Kopi Tubruk
1110;Mineral Water
1110;Nasi Goreng Jawa
1110;Mineral Water
1111;Nasi Putih
1111;Teh Tubruk
1112;Americano
1112;Bakmi Goreng Jawa
1112;Mineral Water
1112;Mineral Water
1112;Nasi Goreng Jawa
1112;Mineral Water
1113;Latte
1113;Pisang Goreng
1114;Soto Ayam
1115;Espresso
1115;Extra Kerupuk Putih
1115;French Fries
1115;French Fries
1115;Fresh Orange Juice
1115;Kopi Tubruk
1115;Kopi Tubruk
1115;Mineral Water
1115;Mineral Water
1115;Pisang Goreng
1115;Pisang Goreng
1115;Pisang Goreng
1115;Rawon
1115;Soto Ayam
1115;Soto Ayam
1115;Soto Ayam
1115;Soto Ayam
1115;Teh Tubruk
1115;Teh Tubruk
1116;Teh Tubruk
1117;Latte
1117;Nasi Goreng Jawa
1117;Soto Ayam
1117;Teh Tubruk
1117;Mineral Water
1118;Mineral Water
1119;Teh Tubruk
1120;Nasi Goreng Jawa
1120;Nasi Goreng Jawa
1120;Teh Tubruk
1120;Mineral Water
1120;Mineral Water
1121;Macchiato 
1122;Soto Ayam
1123;Bakmi Goreng Jawa
1123;Mineral Water
1123;Nasi Putih
1123;Nasi Putih
1123;Nasi Putih
1123;Rawon
1123;Rawon
1123;Teh Tubruk
1123;Teh Tubruk
1123;Teh Tubruk
1124;Bakmi Goreng Jawa
1124;Bakmi Goreng Jawa
1124;Nasi Goreng Jawa
1124;Nasi Putih
1124;Rawon
1124;Teh Tubruk
1124;Teh Tubruk
1124;Teh Tubruk
1124;Teh Tubruk
1124;Mineral Water
1125;Bakmi Godog Keju
1125;Fresh Orange Juice
1125;Fresh Orange Juice
1125;Mineral Water
1125;Nasi Putih
1125;Rawon
1125;Spaghetti Bolognese
1125;Spaghetti Bolognese
1125;Teh Tubruk
1125;Teh Tubruk
1125;Fresh Orange Juice
1125;Fresh Orange Juice
1126;Extra Kerupuk Putih
1127;Nasi Putih
1127;Teh Tarik
1128;French Fries
1128;Soto Ayam
1128;Teh Tarik
1129;Teh Tubruk
1130;Kopi Tubruk
1130;Latte
1131;Cappuccino
1132;Bakmi Godog Keju
1132;Mineral Water
1132;Mineral Water
1132;Pisang Goreng
1132;Teh Tarik
1132;Teh Tubruk
1133;Cappuccino
1133;Fresh Orange Juice
1133;Nasi Goreng Jawa
1133;Rawon
1133;Teh Tubruk
1133;Mineral Water
1134;Extra Kerupuk Putih
1134;Roti Bakar
1135;Bakmi Godog Keju
1135;Teh Tubruk
1135;Teh Tubruk
1136;Bakmi Godog Keju
1136;Bakmi Godog Keju
1136;Macchiato 
1136;Pisang Goreng
1136;Pisang Goreng
1136;Soto Ayam
1136;Soto Ayam
1136;Teh Tubruk
1136;Teh Tubruk
1136;Teh Tubruk
1136;Teh Tubruk
1136;Teh Tubruk
1137;Bakmi Goreng Jawa
1137;Fresh Orange Juice
1137;Fresh Orange Juice
1137;Fresh Orange Juice
1137;Fresh Orange Juice
1137;Mineral Water
1137;Mineral Water
1137;Mineral Water
1137;Mineral Water
1137;Mineral Water
1137;Mineral Water
1137;Nasi Goreng Jawa
1137;Nasi Goreng Jawa
1137;Nasi Putih
1137;Nasi Putih
1137;Roti Bakar
1137;Roti Bakar
1137;Soto Ayam
1137;Teh Tubruk
1137;Mineral Water
1137;Mineral Water
1138;Pisang Goreng
1139;Espresso
1140;Americano
1140;Cappuccino
1140;Cappuccino
1140;Extra Kerupuk Putih
1140;Latte
1140;Mineral Water
1140;Roti Bakar
1140;Roti Bakar
1141;Americano
1141;Americano
1141;Americano
1142;Bakmi Godog Keju
1142;Cappuccino
1142;Teh Tubruk
1143;Americano
1143;Kopi Tubruk
1144;Rawon
1147;Bakmi Godog Keju
1147;Teh Tubruk
1148;Extra Kerupuk Putih
1148;Kopi Tubruk
1148;Nasi Goreng Jawa
1148;Mineral Water
1149;Extra Kerupuk Putih
1149;Kopi Tubruk
1149;Latte
1149;Mineral Water
1149;Nasi Goreng Jawa
1149;Mineral Water
1154;Spaghetti Bolognese
1154;Fresh Orange Juice
1155;Soto Ayam
1156;Nasi Goreng Jawa
1156;Mineral Water
1157;Soto Ayam
1157;Teh Tubruk
1157;Teh Tubruk
1158;Nasi Goreng Jawa
1158;Pisang Goreng
1158;Teh Tubruk
1158;Mineral Water
1159;Bakmi Godog Keju
1159;Kopi Tubruk
1159;Kopi Tubruk
1159;Spaghetti Bolognese
1159;Teh Tubruk
1159;Fresh Orange Juice
1160;Soto Ayam
1160;Teh Tubruk
1161;Bakmi Godog Keju
1161;Nasi Putih
1161;Nasi Putih
1161;Soto Ayam
1161;Teh Tubruk
1162;Kopi Tubruk
1163;Bakmi Godog Keju
1163;Bakmi Godog Keju
1163;Fresh Orange Juice
1163;Soto Ayam
1163;Teh Tubruk
1163;Teh Tubruk
1163;Teh Tubruk
1163;Teh Tubruk
1164;Bakmi Godog Keju
1164;Nasi Putih
1164;Pisang Goreng
1164;Rawon
1164;Soto Ayam
1164;Teh Tubruk
1164;Teh Tubruk
1164;Teh Tubruk
1164;Teh Tubruk
1164;Teh Tubruk
1165;Bakmi Goreng Jawa
1165;Bakmi Goreng Jawa
1165;Cappuccino
1165;Cappuccino
1165;Cappuccino
1165;Fresh Orange Juice
1165;Nasi Goreng Jawa
1165;Nasi Goreng Jawa
1165;Nasi Goreng Jawa
1165;Nasi Goreng Jawa
1165;Nasi Putih
1165;Nasi Putih
1165;Nasi Putih
1165;Rawon
1165;Rawon
1165;Teh Tarik
1165;Teh Tubruk
1165;Teh Tubruk
1165;Mineral Water
1165;Mineral Water
1165;Mineral Water
1165;Mineral Water
1166;Bakmi Goreng Jawa
1166;Bakmi Goreng Jawa
1166;Teh Tubruk
1166;Teh Tubruk
1167;Bakmi Godog Keju
1167;Kopi Tubruk
1167;Teh Tarik
1167;Teh Tubruk
1168;Soto Ayam
1168;Soto Ayam
1171;Macchiato
1171;Mineral Water
1171;Roti Bakar
1172;French Fries
1172;Teh Tarik
1173;Bakmi Godog Keju
1173;Kopi Tubruk
1173;Mineral Water
1173;Teh Tubruk
1174;Americano
1174;Americano
1175;Bakmi Goreng Jawa
1175;Teh Tubruk
1175;Teh Tubruk
1176;Bakmi Godog Keju
1176;Soto Ayam
1176;Soto Ayam
1176;Teh Tubruk
1176;Teh Tubruk
1177;Hot/Ice Lemon Tea
1177;Mineral Water
1178;Bakmi Godog Keju
1178;French Fries
1178;Kopi Tubruk
1178;Latte
1178;Macchiato 
1178;Mineral Water
1178;Mineral Water
1178;Mineral Water
1178;Mineral Water
1178;Mineral Water
1178;Mineral Water
1178;Nasi Goreng Jawa
1178;Nasi Putih
1178;Rawon
1178;Rawon
1178;Soto Ayam
1178;Soto Ayam
1178;Teh Tubruk
1178;Teh Tubruk
1178;Teh Tubruk
1178;Mineral Water
1179;Nasi Putih
1180;Mineral Water
1185;Soto Ayam
1186;Cappuccino
1186;Cappuccino
